region,candidato,sexo,edad_grupo,poblacion_region,porcentaje_grupo,ingreso_promedio,score,sentimiento,probabilidad,ganador,indecisos
La Libertad,Acuña,F,26-40,7540644,0.0798,1216,84.41,0.49,0.688,1,0.2261
Huancavelica,Acuña,M,41-60,8703561,0.0967,702,82.53,0.23,0.5961,1,0.1341
Puno,Fujimori,M,18-25,6358665,0.1759,1238,62.92,0.24,0.4593,0,0.4337
Loreto,Alvarez,F,41-60,4049153,0.0697,1028,63.88,0.23,0.4698,0,0.3982
Puno,Fujimori,M,60+,1596232,0.1514,746,83.3,0.7,0.748,1,0.3188
Lambayeque,López Aliaga,F,26-40,2209017,0.0882,1112,49.53,0.57,0.5693,1,0.2931
Huancavelica,Alvarez,F,18-25,4870688,0.1305,1215,58.38,0.61,0.5962,1,0.4075
Ayacucho,Alvarez,M,60+,2579605,0.0846,1187,61.09,0.25,0.4884,0,0.2825
Loreto,Fujimori,F,41-60,7410875,0.0542,824,60.99,0.31,0.4887,0,0.4035
Madre de Dios,Alvarez,F,26-40,3703739,0.1631,1117,56.45,0.71,0.6508,1,0.3004
Moquegua,Alvarez,M,60+,6636669,0.1348,1068,78.69,0.67,0.7055,1,0.387
Lima,Alvarez,F,60+,5554876,0.1473,1291,51.48,0.58,0.6152,1,0.1234
Pasco,Acuña,F,18-25,7538982,0.1616,774,49.5,0.41,0.5213,1,0.2044
Loreto,Acuña,F,26-40,8270917,0.1511,927,56.52,0.76,0.6602,1,0.3469
Ica,Vizcarra,M,41-60,9601626,0.1681,885,41.59,0.56,0.5275,1,0.3161
Áncash,López Aliaga,M,18-25,8365159,0.1501,712,87.09,0.72,0.7763,1,0.293
Cusco,Acuña,F,60+,2710964,0.1126,964,46.4,0.5,0.553,1,0.1693
Callao,López Aliaga,M,18-25,6974475,0.0717,1202,47.88,0.61,0.5414,1,0.466
Tacna,Acuña,F,26-40,5281617,0.1708,1204,80.15,0.41,0.5865,1,0.4818
Cajamarca,Vizcarra,M,60+,2962181,0.0855,1284,51.03,0.24,0.4332,0,0.3368
Lambayeque,Fujimori,M,18-25,4314518,0.1369,1202,82.82,0.73,0.7573,1,0.3247
Lima,Vizcarra,M,26-40,852984,0.1217,989,72.9,0.55,0.617,1,0.4818
Cajamarca,López Aliaga,F,26-40,4728944,0.0502,1031,55.61,0.35,0.4762,0,0.436
San Martín,López Aliaga,M,18-25,9720438,0.073,1095,51.87,0.34,0.4854,0,0.2919
Tumbes,Vizcarra,M,60+,1675047,0.0951,773,42,0.43,0.4649,0,0.3686
La Libertad,López Aliaga,F,41-60,7815724,0.1379,1119,49.86,0.61,0.5442,1,0.4908
Amazonas,Vizcarra,F,41-60,4953959,0.1049,748,89.58,0.78,0.8396,1,0.1508
Cajamarca,Alvarez,M,26-40,2725553,0.0626,1221,51.83,0.41,0.4782,0,0.4641
Piura,Alvarez,F,60+,4426472,0.1194,1280,79.33,0.29,0.563,1,0.3553
Moquegua,Vizcarra,M,41-60,8565555,0.1797,1111,74.17,0.46,0.6358,1,0.2154
Ayacucho,López Aliaga,M,26-40,8919620,0.1362,927,78.34,0.31,0.6106,1,0.1384
Junín,Vizcarra,M,18-25,2363781,0.1078,1288,64.4,0.67,0.7039,1,0.1073
Áncash,Acuña,F,26-40,6349476,0.0794,1282,68.92,0.49,0.6093,1,0.315
Pasco,Acuña,M,18-25,7496630,0.1391,1220,52.91,0.67,0.6021,1,0.3923
Madre de Dios,Vizcarra,F,60+,9218815,0.0789,1204,50.54,0.39,0.5282,1,0.1538
Callao,Fujimori,M,41-60,6622269,0.1295,1243,62.42,0.29,0.5017,1,0.3126
Arequipa,Fujimori,M,60+,1375419,0.1577,1103,85.01,0.37,0.6436,1,0.2284
Huánuco,Vizcarra,F,26-40,2778752,0.1708,720,77.61,0.23,0.5824,1,0.1033
Moquegua,Acuña,M,26-40,3655724,0.0775,858,46.52,0.61,0.6067,1,0.1234
Amazonas,López Aliaga,F,18-25,3187546,0.1729,1116,41,0.47,0.468,0,0.4146
Puno,López Aliaga,F,60+,7985399,0.1627,762,61.39,0.47,0.6046,1,0.151
Junín,Alvarez,F,41-60,9440866,0.1114,711,61.08,0.65,0.6339,1,0.3522
Puno,Alvarez,F,60+,4086493,0.1729,1034,75.21,0.32,0.5596,1,0.3474
Junín,Acuña,F,26-40,4545002,0.0538,1146,53.31,0.64,0.6072,1,0.305
Lima,Fujimori,F,18-25,7083888,0.1756,983,85.06,0.22,0.5691,1,0.2924
Tumbes,Vizcarra,M,18-25,3999496,0.076,1220,79.08,0.49,0.611,1,0.4968
Arequipa,López Aliaga,M,18-25,9947399,0.0669,900,77.48,0.65,0.6818,1,0.4499
La Libertad,López Aliaga,M,26-40,1607422,0.0898,911,54.9,0.44,0.5688,1,0.1286
Huánuco,Vizcarra,F,26-40,6514524,0.0759,995,54.87,0.49,0.5272,1,0.4425
Cusco,Fujimori,F,41-60,6700215,0.1618,736,66.94,0.74,0.7277,1,0.1806
San Martín,Alvarez,M,26-40,5700702,0.1049,1205,87.82,0.47,0.6779,1,0.2994
Moquegua,Acuña,F,60+,8789470,0.157,1116,71.26,0.52,0.6561,1,0.1916
Cusco,Acuña,F,26-40,3993988,0.082,1172,77.71,0.58,0.7078,1,0.1827
Pasco,Alvarez,M,26-40,6123311,0.123,1252,57.84,0.37,0.5429,1,0.1836
Arequipa,Fujimori,F,41-60,3905817,0.0851,893,72.48,0.5,0.6476,1,0.2067
Lima,Alvarez,F,60+,6757149,0.1506,1258,68.51,0.41,0.613,1,0.1266
Lima,Acuña,F,26-40,6506999,0.1575,870,79.44,0.48,0.6567,1,0.2607
Loreto,Alvarez,M,26-40,1803986,0.1262,1293,47.48,0.6,0.5308,1,0.4966
Tacna,Alvarez,M,26-40,2195877,0.1377,1072,50.34,0.72,0.6363,1,0.2711
Piura,López Aliaga,F,18-25,2335706,0.0865,1114,56.42,0.5,0.5913,1,0.181
Tacna,López Aliaga,F,60+,6885303,0.1774,883,84.95,0.79,0.7799,1,0.3825
Loreto,Alvarez,F,26-40,5195187,0.1387,1075,86.56,0.52,0.7209,1,0.1747
Huancavelica,Alvarez,F,60+,1784952,0.1496,1198,88.88,0.28,0.6192,1,0.2336
Áncash,Vizcarra,F,26-40,9997484,0.1018,943,40.45,0.31,0.3938,0,0.4637
Tacna,Alvarez,M,41-60,6451077,0.1699,1076,89.11,0.32,0.6535,1,0.1608
Loreto,López Aliaga,F,41-60,5822195,0.1563,775,67.34,0.28,0.5255,1,0.2785
Madre de Dios,López Aliaga,F,60+,8870168,0.0671,998,50.8,0.36,0.4562,0,0.4469
Tumbes,Vizcarra,M,41-60,8025772,0.1316,783,43.28,0.69,0.5621,1,0.4328
Loreto,Alvarez,F,18-25,4165823,0.1426,1224,74.08,0.79,0.7472,1,0.326
Apurímac,Fujimori,F,60+,8523284,0.0858,1267,46.73,0.42,0.4731,0,0.4172
Moquegua,López Aliaga,M,41-60,6143975,0.0913,735,65.29,0.4,0.5326,1,0.4522
Apurímac,López Aliaga,F,26-40,3258887,0.1267,946,48.7,0.69,0.6169,1,0.2635
Tacna,Acuña,F,26-40,6444863,0.0647,999,63.06,0.2,0.4518,0,0.4043
San Martín,Alvarez,F,41-60,6581926,0.0611,1091,62.08,0.3,0.4985,0,0.3444
Arequipa,Acuña,M,60+,6380836,0.169,874,46.05,0.28,0.4047,0,0.4518
Pasco,López Aliaga,F,41-60,2694749,0.1213,765,79.55,0.48,0.6879,1,0.1019
Pasco,Alvarez,M,41-60,8425761,0.1676,777,41.03,0.6,0.5593,1,0.2154
Cusco,Alvarez,F,26-40,8751356,0.0905,870,53.83,0.42,0.5543,1,0.1432
Apurímac,Fujimori,F,60+,5409471,0.1483,1131,40.41,0.23,0.3957,0,0.2866
Ayacucho,López Aliaga,F,41-60,7171226,0.1231,1276,58.09,0.39,0.5236,1,0.329
Tacna,Acuña,F,26-40,2916061,0.0675,998,83.94,0.58,0.7431,1,0.1243
Pasco,Acuña,F,18-25,6182179,0.121,1121,60.27,0.27,0.5013,1,0.234
Madre de Dios,Fujimori,F,60+,8355966,0.0718,1200,85.94,0.46,0.6361,1,0.4495
Huancavelica,Fujimori,M,26-40,1263462,0.1355,901,55.91,0.33,0.5307,1,0.1324
Lambayeque,Acuña,M,41-60,6116183,0.0818,826,86.1,0.5,0.6459,1,0.4914
Cusco,Acuña,M,18-25,5989508,0.1397,952,60.35,0.77,0.7137,1,0.1775
Tumbes,Alvarez,F,26-40,3130532,0.1444,936,66.4,0.43,0.5691,1,0.3452
Huánuco,Alvarez,M,18-25,3013854,0.1749,1066,80.68,0.73,0.7389,1,0.377
Huancavelica,Acuña,M,41-60,2075112,0.1592,1153,70.59,0.69,0.682,1,0.3867
Callao,Alvarez,F,41-60,825605,0.1257,1000,84.25,0.33,0.6275,1,0.201
Piura,López Aliaga,M,60+,2042556,0.0513,991,73.85,0.69,0.7285,1,0.2106
Pasco,Fujimori,F,26-40,2547360,0.1283,1168,61.22,0.25,0.4678,0,0.3903
Madre de Dios,Alvarez,F,18-25,7097498,0.0709,1051,58.54,0.26,0.4818,0,0.2869
San Martín,Alvarez,F,26-40,5058352,0.1114,1228,73.04,0.73,0.7581,1,0.1238
Lambayeque,Fujimori,F,60+,6550708,0.1006,991,67.77,0.79,0.6996,1,0.4274
Puno,López Aliaga,F,60+,7294848,0.1177,1188,65.83,0.27,0.51,1,0.2976
Lambayeque,Vizcarra,M,60+,6915370,0.081,993,71.71,0.77,0.7304,1,0.3299
Tumbes,Fujimori,M,18-25,7868801,0.0665,1198,69.24,0.44,0.5966,1,0.2743
Ica,Alvarez,F,18-25,7746767,0.1067,886,52.61,0.72,0.6598,1,0.1838
San Martín,López Aliaga,M,41-60,2557832,0.1654,785,46.42,0.64,0.6084,1,0.1731
Cusco,Fujimori,F,41-60,6446943,0.0976,1139,58.27,0.22,0.4915,0,0.1545
Huancavelica,Vizcarra,F,60+,3647144,0.1492,928,62.24,0.34,0.5191,1,0.3199
Cusco,Acuña,F,26-40,3482295,0.173,1156,78.59,0.25,0.5949,1,0.1022
Moquegua,López Aliaga,F,26-40,2437505,0.1575,1001,41.7,0.46,0.499,0,0.251
Puno,Alvarez,M,60+,8920468,0.1672,1136,51.37,0.23,0.419,0,0.3926
Ayacucho,Acuña,M,41-60,2930201,0.0656,956,65.51,0.54,0.6556,1,0.109
Madre de Dios,Vizcarra,F,26-40,1995932,0.1546,1246,74.48,0.65,0.6821,1,0.3781
Puno,Acuña,F,18-25,8602166,0.0906,899,66.79,0.35,0.5314,1,0.3783
Arequipa,Alvarez,F,18-25,8646441,0.1022,1244,83.81,0.49,0.6857,1,0.2232
Pasco,López Aliaga,F,41-60,3160280,0.0995,1067,58.78,0.63,0.643,1,0.2184
Loreto,Alvarez,M,26-40,1382033,0.0676,872,71.93,0.42,0.5916,1,0.3136
Apurímac,Acuña,F,18-25,5855829,0.09,732,84.28,0.28,0.6199,1,0.1497
Callao,Fujimori,M,18-25,851754,0.0561,1101,71,0.47,0.6015,1,0.3562
Huancavelica,Vizcarra,M,18-25,4433267,0.1725,1213,42.12,0.72,0.5923,1,0.3208
Moquegua,Alvarez,M,26-40,8882597,0.0746,842,73.85,0.36,0.5643,1,0.3755
Cusco,López Aliaga,M,18-25,1523924,0.1329,1236,45.01,0.28,0.4316,0,0.3042
Pasco,López Aliaga,M,26-40,6536512,0.0601,1291,57.53,0.51,0.5426,1,0.4598
Áncash,Alvarez,F,60+,4963959,0.1135,890,72.1,0.4,0.5689,1,0.3959
Lambayeque,Vizcarra,M,18-25,9459733,0.0515,856,58.47,0.25,0.451,0,0.4126
Cajamarca,Acuña,F,18-25,5008317,0.157,789,54.09,0.22,0.4466,0,0.2892
Ica,Alvarez,F,41-60,1750192,0.1517,790,68.41,0.56,0.6577,1,0.1981
Cajamarca,Acuña,F,26-40,8719623,0.1214,928,55.36,0.47,0.5728,1,0.1836
Puno,López Aliaga,F,18-25,6403411,0.0763,1096,59.17,0.45,0.5598,1,0.2795
Ucayali,Alvarez,M,60+,9685877,0.0722,714,65.85,0.76,0.7157,1,0.2563
Puno,Alvarez,M,18-25,6405908,0.1244,814,72.08,0.55,0.6245,1,0.4139
Tumbes,Alvarez,M,26-40,2963293,0.055,764,78.73,0.28,0.5297,1,0.4848
Áncash,Fujimori,M,18-25,5312657,0.1456,1092,65.95,0.58,0.6688,1,0.1302
Áncash,Fujimori,F,26-40,8719671,0.0836,1257,71.89,0.6,0.6506,1,0.3921
Madre de Dios,Acuña,M,41-60,2251170,0.136,1067,72.74,0.2,0.5116,1,0.3049
Loreto,Fujimori,M,41-60,6039371,0.0641,832,83.01,0.27,0.6138,1,0.1349
Pasco,Vizcarra,F,41-60,6301576,0.1681,1227,45.75,0.21,0.3859,0,0.4004
Huánuco,López Aliaga,F,60+,3315489,0.0605,1224,63.13,0.44,0.5477,1,0.4008
Piura,López Aliaga,M,18-25,5528525,0.0538,1009,87.76,0.4,0.6624,1,0.2338
La Libertad,Acuña,M,60+,2107775,0.072,1199,73.21,0.26,0.5663,1,0.1506
Cusco,Fujimori,F,41-60,9047172,0.1398,1096,60.83,0.51,0.5696,1,0.3849
Cusco,Fujimori,F,26-40,4712794,0.0524,781,68,0.69,0.7146,1,0.1719
Junín,Alvarez,F,18-25,6039462,0.0771,943,56.7,0.46,0.5246,1,0.4284
Cusco,Vizcarra,M,60+,3402575,0.14,763,59.22,0.66,0.6093,1,0.4594
Callao,Fujimori,M,18-25,9440487,0.0798,727,53.35,0.23,0.4062,0,0.4933
Moquegua,Alvarez,F,41-60,3422045,0.0609,765,46.13,0.38,0.487,0,0.2419
Arequipa,López Aliaga,M,18-25,5382095,0.0997,1010,40.11,0.37,0.4766,0,0.1685
Pasco,López Aliaga,M,60+,6057893,0.1776,798,85.73,0.37,0.6449,1,0.2258
La Libertad,Alvarez,F,18-25,5786584,0.0941,1044,77,0.55,0.6296,1,0.4826
Junín,Alvarez,M,60+,4485896,0.158,1226,76.87,0.39,0.6043,1,0.3021
Lambayeque,Acuña,M,26-40,974394,0.1381,852,71.7,0.54,0.6589,1,0.2118
Madre de Dios,Acuña,M,18-25,5633186,0.1469,983,57.19,0.33,0.4979,0,0.3101
Callao,López Aliaga,M,60+,1494669,0.0882,713,48.24,0.57,0.5505,1,0.3555
Ucayali,Acuña,F,60+,1469237,0.1213,1142,65.57,0.77,0.699,1,0.3469
Apurímac,Alvarez,M,26-40,7313761,0.1155,801,67.53,0.61,0.6728,1,0.2058
Arequipa,Fujimori,M,60+,8113827,0.0693,960,61.09,0.7,0.6953,1,0.1459
Pasco,Fujimori,F,60+,7008303,0.139,748,58.52,0.63,0.6355,1,0.2618
Junín,Vizcarra,M,26-40,5551024,0.0684,754,40.13,0.25,0.3976,0,0.3097
Loreto,López Aliaga,M,18-25,3571731,0.0865,1028,63.98,0.48,0.5545,1,0.4622
Ayacucho,Alvarez,F,60+,3462446,0.0696,943,73.57,0.21,0.5414,1,0.1943
Huancavelica,Alvarez,F,60+,2391270,0.1658,909,46.22,0.59,0.5754,1,0.228
Tacna,López Aliaga,F,60+,3768795,0.1777,1106,75.07,0.54,0.6624,1,0.2637
Cajamarca,Alvarez,F,26-40,6378263,0.1137,1056,52.99,0.39,0.4979,0,0.3456
Huancavelica,Acuña,F,60+,3970667,0.0765,1097,83.64,0.24,0.5973,1,0.1759
Tumbes,Alvarez,F,60+,3356892,0.1551,1107,74.17,0.58,0.6891,1,0.1957
Ucayali,Alvarez,M,60+,2983699,0.107,1068,63.3,0.39,0.5176,1,0.4511
San Martín,Fujimori,F,18-25,1800104,0.1599,816,65.77,0.45,0.5503,1,0.4601
Moquegua,Vizcarra,M,18-25,5334415,0.0918,921,69.98,0.34,0.5913,1,0.1144
Cajamarca,Fujimori,M,26-40,3662085,0.1297,940,59.5,0.25,0.4954,0,0.2156
Lima,Alvarez,F,60+,6968294,0.1701,1167,83.28,0.53,0.7017,1,0.211
San Martín,Acuña,M,41-60,7948702,0.0822,1217,56.16,0.44,0.5434,1,0.2934
Cusco,Fujimori,M,18-25,9408387,0.1198,800,61.77,0.63,0.6615,1,0.1818
Arequipa,Acuña,M,26-40,5775016,0.0839,1047,88.17,0.78,0.7886,1,0.3744
Moquegua,López Aliaga,M,60+,2756996,0.1531,875,78.73,0.74,0.7186,1,0.4603
La Libertad,Vizcarra,M,26-40,9269360,0.0581,1288,81.73,0.36,0.6132,1,0.2984
Moquegua,Acuña,F,41-60,5260493,0.0898,1299,67.69,0.48,0.5627,1,0.4996
Ica,Fujimori,F,41-60,7209491,0.134,866,40.83,0.78,0.5941,1,0.4074
Amazonas,Fujimori,F,18-25,3791674,0.1431,1211,86.53,0.58,0.6998,1,0.3906
Huancavelica,Alvarez,M,41-60,2679293,0.1543,983,65.36,0.77,0.6839,1,0.4305
Loreto,Fujimori,M,41-60,3286525,0.1192,865,66.3,0.32,0.4978,0,0.4805
Cajamarca,Alvarez,F,18-25,1978867,0.0862,985,55.65,0.22,0.4882,0,0.1198
Áncash,Acuña,M,41-60,7582587,0.1448,1288,60.62,0.42,0.5881,1,0.1042
Cajamarca,Fujimori,F,41-60,3048450,0.1565,991,60.78,0.58,0.6445,1,0.1487
Lambayeque,Fujimori,F,41-60,3884789,0.1747,1116,60.7,0.25,0.4725,0,0.3604
Apurímac,López Aliaga,M,26-40,4235363,0.1754,1065,60.17,0.74,0.6742,1,0.306
San Martín,López Aliaga,M,41-60,1017599,0.1224,846,56.52,0.65,0.6638,1,0.1079
Piura,Fujimori,M,60+,9772764,0.0775,818,56.85,0.76,0.6331,1,0.4896
Junín,Acuña,M,41-60,6246403,0.1569,1287,63.17,0.28,0.5247,1,0.2098
Piura,Acuña,F,41-60,4216570,0.1327,1290,55.7,0.42,0.5089,1,0.4008
Piura,Vizcarra,F,26-40,8195604,0.1213,740,67.89,0.56,0.6304,1,0.3335
Ayacucho,López Aliaga,F,60+,2114025,0.0831,742,51.96,0.67,0.6451,1,0.1614
Ucayali,López Aliaga,M,26-40,8589958,0.1219,1133,41.95,0.66,0.5359,1,0.4822
Loreto,López Aliaga,F,26-40,5065368,0.0924,728,53.84,0.55,0.5843,1,0.2475
La Libertad,Fujimori,F,41-60,9723464,0.1111,1237,68.31,0.31,0.5663,1,0.1587
Lambayeque,Fujimori,M,26-40,1366994,0.1558,848,72.52,0.67,0.664,1,0.4802
Callao,Alvarez,M,26-40,4324048,0.1184,789,57.06,0.39,0.5288,1,0.2725
Amazonas,Acuña,F,60+,2771441,0.1493,833,49.58,0.25,0.4401,0,0.2962
Apurímac,López Aliaga,M,41-60,1803466,0.1537,1269,42.89,0.47,0.5394,1,0.1056
Junín,Vizcarra,M,26-40,8729617,0.151,1222,71.9,0.67,0.7313,1,0.1198
Tacna,Vizcarra,M,26-40,7199843,0.1459,711,61.22,0.53,0.6038,1,0.2699
Ayacucho,Acuña,F,60+,5750387,0.0863,932,80.04,0.77,0.7731,1,0.2657
Loreto,Vizcarra,M,18-25,7779955,0.1549,1248,65.01,0.27,0.5383,1,0.1395
Arequipa,López Aliaga,M,18-25,2100504,0.1696,789,60.95,0.57,0.5863,1,0.4245
Junín,Alvarez,F,60+,4327568,0.1057,869,45.37,0.44,0.4675,0,0.4481
San Martín,López Aliaga,M,60+,5870343,0.065,998,57.26,0.61,0.6301,1,0.2169
Tacna,López Aliaga,F,26-40,5416590,0.1673,1003,59.03,0.51,0.5612,1,0.3969
Tacna,Vizcarra,F,18-25,8931802,0.0508,1067,71.15,0.68,0.6591,1,0.4828
Ayacucho,Vizcarra,F,26-40,3468025,0.1312,868,53.66,0.75,0.6784,1,0.1714
Lima,López Aliaga,M,60+,5488052,0.1598,1210,54.11,0.22,0.4418,0,0.304
Cajamarca,López Aliaga,F,18-25,8403416,0.1118,1221,75.71,0.67,0.7297,1,0.1992
Ica,Vizcarra,F,41-60,1719917,0.1739,1133,89.74,0.67,0.7462,1,0.4042
Ucayali,Vizcarra,M,41-60,1126239,0.157,1020,48.55,0.23,0.4494,0,0.1786
Arequipa,López Aliaga,F,26-40,807270,0.1076,1017,70.22,0.76,0.7463,1,0.1909
Pasco,Alvarez,F,60+,5974846,0.0557,1155,53.28,0.53,0.5741,1,0.265
Madre de Dios,Acuña,F,18-25,5373221,0.13,1018,48.96,0.64,0.601,1,0.2572
Áncash,López Aliaga,M,18-25,1962992,0.0658,1240,61.02,0.21,0.4717,0,0.2824
Puno,López Aliaga,M,26-40,974821,0.1142,734,48.52,0.27,0.4459,0,0.2809
Arequipa,Acuña,M,41-60,8142997,0.1731,710,68.87,0.79,0.7679,1,0.1172
Cusco,Alvarez,F,41-60,9413857,0.0515,861,83.25,0.68,0.7595,1,0.2196
Lima,Vizcarra,M,18-25,1122874,0.1369,1029,49.31,0.75,0.6115,1,0.437
Ica,Vizcarra,F,26-40,1573786,0.1692,1255,80.49,0.58,0.6643,1,0.4425
Ayacucho,Fujimori,M,41-60,3276451,0.0674,1061,71.55,0.44,0.5672,1,0.4827
Madre de Dios,Fujimori,F,60+,4625824,0.173,894,46.03,0.22,0.4421,0,0.144
Tacna,López Aliaga,F,60+,5180299,0.1603,955,54.13,0.66,0.5916,1,0.4411
Loreto,Fujimori,F,60+,5098656,0.0547,1129,48.96,0.61,0.5567,1,0.4156
Huánuco,Acuña,F,18-25,2336416,0.1006,1024,50.81,0.75,0.6518,1,0.2544
Áncash,Acuña,F,18-25,7196127,0.0729,1297,55.91,0.58,0.5981,1,0.2843
Pasco,Vizcarra,M,60+,4279123,0.1414,992,74.38,0.29,0.5554,1,0.2897
Madre de Dios,Fujimori,M,60+,4040937,0.0657,958,47.49,0.45,0.5383,1,0.1541
Ica,López Aliaga,F,41-60,1292379,0.1144,1138,42.61,0.34,0.4443,0,0.3097
Pasco,López Aliaga,M,18-25,2451250,0.1674,1132,43.26,0.26,0.4202,0,0.2831
Moquegua,Fujimori,F,60+,9258074,0.0514,1093,54.03,0.46,0.5093,1,0.4572
Lima,Acuña,F,18-25,5144117,0.0566,711,74.78,0.32,0.5337,1,0.4722
Arequipa,López Aliaga,M,41-60,4795452,0.1204,851,72.74,0.64,0.6586,1,0.4334
Madre de Dios,López Aliaga,M,41-60,7362996,0.1379,1133,77.55,0.43,0.614,1,0.3361
Callao,Acuña,M,18-25,4871458,0.0932,915,65.6,0.56,0.6621,1,0.1287
Arequipa,Alvarez,M,41-60,2281075,0.0524,798,51.56,0.4,0.5272,1,0.1965
Huancavelica,Fujimori,M,26-40,9429024,0.1177,1171,46.61,0.64,0.617,1,0.1344
Cusco,Acuña,M,18-25,3489468,0.1762,922,43.95,0.37,0.467,0,0.2878
Huancavelica,López Aliaga,F,41-60,1872576,0.076,1022,85.78,0.68,0.7154,1,0.4903
Tumbes,Vizcarra,F,60+,9453810,0.1775,1090,81.1,0.34,0.5888,1,0.3639
Apurímac,Alvarez,M,18-25,9118690,0.1657,1076,46.42,0.49,0.4803,0,0.4974
Piura,López Aliaga,F,18-25,1519440,0.1264,759,77.94,0.6,0.691,1,0.3116
Ica,Vizcarra,F,26-40,2472884,0.1134,1095,48.16,0.23,0.4448,0,0.1926
Arequipa,Acuña,F,60+,9858414,0.1069,787,59.81,0.57,0.5741,1,0.4752
Puno,Vizcarra,F,26-40,1139466,0.1786,1083,72.26,0.23,0.5367,1,0.2256
Madre de Dios,López Aliaga,F,18-25,9673889,0.0909,905,58.11,0.69,0.6435,1,0.3164
Tumbes,Alvarez,F,26-40,5605309,0.0712,1094,47.95,0.32,0.4902,0,0.1413
Ucayali,Alvarez,F,60+,5941032,0.1641,1097,43.43,0.69,0.5827,1,0.3357
Ica,Vizcarra,M,60+,3443664,0.0529,940,85.41,0.65,0.7445,1,0.2891
La Libertad,Alvarez,M,41-60,6556509,0.1007,1160,52.23,0.31,0.4732,0,0.2916
Lambayeque,Fujimori,M,18-25,1770094,0.1657,1237,48.96,0.72,0.6587,1,0.1205
Pasco,López Aliaga,M,18-25,3392861,0.1702,888,41,0.53,0.5274,1,0.2491
San Martín,Vizcarra,F,26-40,2941756,0.1384,1059,40.96,0.21,0.3906,0,0.2914
Loreto,Acuña,M,18-25,4640904,0.1171,1094,57.46,0.59,0.5696,1,0.4832
Apurímac,Fujimori,F,26-40,7254551,0.1491,1167,72.45,0.58,0.6319,1,0.4572
San Martín,Fujimori,F,26-40,1303739,0.1028,1209,57.84,0.6,0.6434,1,0.1302
Lambayeque,Fujimori,M,18-25,8910937,0.1633,881,51.14,0.66,0.6376,1,0.1469
Arequipa,Vizcarra,F,18-25,4485979,0.1312,768,78.49,0.36,0.5906,1,0.3383
Cajamarca,Vizcarra,M,18-25,6650485,0.088,730,54,0.63,0.5762,1,0.4683
Ica,Vizcarra,F,18-25,7058887,0.179,972,41.06,0.38,0.4863,0,0.1535
Huancavelica,Vizcarra,F,18-25,9770538,0.1752,908,74.03,0.64,0.6715,1,0.3969
Cusco,López Aliaga,M,60+,4335354,0.1348,1217,43.41,0.48,0.4671,0,0.4923
Puno,López Aliaga,F,26-40,8316593,0.1503,1258,84.13,0.21,0.5557,1,0.3236
Huancavelica,Vizcarra,F,60+,9112336,0.0905,894,71.65,0.23,0.4882,0,0.4545
Puno,Fujimori,M,18-25,3728914,0.0806,923,71.05,0.42,0.5937,1,0.2874
Pasco,López Aliaga,M,41-60,9157913,0.1214,705,74.74,0.47,0.633,1,0.2616
Tacna,Vizcarra,F,18-25,4178193,0.1158,1269,52.69,0.42,0.4802,0,0.4889
Ica,Vizcarra,M,26-40,1016560,0.0653,871,59.22,0.26,0.4828,0,0.2934
Loreto,Fujimori,M,26-40,5028931,0.1313,1026,40.28,0.43,0.5079,1,0.1312
Ucayali,Alvarez,M,41-60,4597344,0.1394,1273,65.71,0.29,0.5178,1,0.2996
Callao,Alvarez,F,41-60,4455572,0.0599,898,68.7,0.62,0.695,1,0.1342
Ayacucho,Alvarez,M,18-25,6974250,0.0701,791,85.66,0.4,0.6459,1,0.2844
Huánuco,López Aliaga,M,41-60,1159418,0.1252,1043,55.52,0.51,0.5447,1,0.3972
Áncash,Alvarez,F,41-60,3772834,0.1121,940,72.23,0.5,0.6583,1,0.1608
Arequipa,Fujimori,M,60+,5507045,0.1647,875,47.17,0.59,0.5612,1,0.324
Loreto,López Aliaga,M,60+,6270807,0.0629,770,75.06,0.44,0.5963,1,0.4004
Loreto,López Aliaga,F,60+,8873634,0.0589,1000,77.67,0.24,0.5183,1,0.4447
Apurímac,López Aliaga,M,26-40,3314821,0.087,884,65.75,0.4,0.6017,1,0.102
Tacna,Vizcarra,F,60+,9448881,0.1632,941,40.06,0.64,0.5255,1,0.4592
Callao,Acuña,F,41-60,8727043,0.1133,779,79.41,0.37,0.5864,1,0.3983
Arequipa,López Aliaga,F,26-40,4727406,0.0676,1252,46.1,0.42,0.4915,0,0.2958
Amazonas,Alvarez,F,41-60,4604811,0.094,997,58.3,0.26,0.4712,0,0.3369
Apurímac,Fujimori,F,41-60,7953112,0.1496,968,51.79,0.34,0.4505,0,0.466
Apurímac,Acuña,M,18-25,5391829,0.0738,1096,82.08,0.71,0.7718,1,0.212
Huánuco,López Aliaga,F,18-25,9262947,0.0744,1010,57.28,0.71,0.6316,1,0.4155
La Libertad,Fujimori,F,18-25,2529535,0.105,881,40.49,0.6,0.5402,1,0.3033
Huánuco,Vizcarra,M,41-60,8839530,0.1621,932,58.59,0.7,0.6881,1,0.1277
Callao,Fujimori,F,60+,900341,0.0599,1071,46.01,0.25,0.3856,0,0.49
Lambayeque,López Aliaga,F,60+,6104088,0.07,1239,49.64,0.28,0.4476,0,0.3058
Tumbes,Fujimori,M,18-25,1625039,0.0648,781,82.47,0.35,0.5919,1,0.3832
Pasco,Alvarez,M,18-25,5400502,0.0537,1214,63.35,0.4,0.5285,1,0.4209
